#
#,部品一覧
#,,,,,,,,種類,,,,,,,,,,,,入力コード,,丸めコード
#,,,,,,,,,根太(n);スタッド(s);柱(p);梁(h);トラス(t);マグサ(m);合板(g);マグサ受(u);土台(o),,,,,,,,,,,,１点,無し
#,,,,,,,,,金物(k):小屋 (y):床 (b):壁 (a):基礎( );ホールダウン金物(d);垂木(r),,,,,,,,,,,,方向２点,Ｍ１,Ｍ６
#,,,,,,,,,スクリューネイル(e);壁パッキン合板(f),,,,,,,,,,,,長さ２点,Ｍ２,Ｍ８
#,,,,,,,,,スクリューネイル線分(l) ;DSPSN,,,,,,,,,,,,区画,Ｍ３
#,,,,,,,,,壁厚(204|206)(w);固定(c);束(t),,,,,,,,,,,,自由,Ｍ４
#
#,構成,分類,総称,操作用部材名,積算用部材名,表示色,部材コード,種類,寸法型式,入力コード,取り付け高さコード,配置コード,依存コード,丸めコード,取り付け位置コード,　勝ち負け判定用グループ,,,,,勝ち部材１,勝ち部材2,勝ち部材3,勝ち部材4,勝ち部材5
,土台,部材,土台,土台,土台,0,1101,o,404|406,長さ２点,基礎,壁芯付き,水平,Ｍ２,下
,土台,部材,土台,大引き,大引き,0,1102,o,404,長さ２点,基礎,壁芯付き,水平,Ｍ２,下
#,,,,,,,,,,,,,,,,　床組勝ち負け判定用グループ
,床組,部材,床根太,床根太,床根太,32768,1201,n,206|210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太,側,,,,端,梁
,床組,部材,床根太,側根太,側根太,32768,1202,n,206|210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太,端,,,,端
,床組,部材,床根太,端根太,端根太,32768,1203,n,206|210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太
,床組,部材,床根太,床パッキン,床パッキン,32768,1212,n,YP12,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太,,,,,端
,床組,部材,床根太,後付側根太,後付側根太,32768,1213,n,206|210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太,後側,,,,後端
,床組,部材,床根太,後付端根太,後付端根太,32768,1214,n,206|210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太,後端
,床組,部材,床根太,後付床パッキン,後付床パッキン,32768,1215,n,YP12,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太
,床組,部材,根太兼用土台,土台,土台,32768,1221,o,404G,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太
,床組,部材,根太兼用土台,３０４床根太,３０４床根太,32768,1222,o,304G,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太
,床組,部材,ころび止め,ころび止め,ころび止め,32768,1204,n,206|210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,,,,,,根太,梁,添
#,床組,部材,ファイアストップ,ファイアストップ,ファイアストップ,,1205,n,206|210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,,,,,,根太,梁,添
,床組,部材,合板受,合板受,合板受,32768,1206,n,204平,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,,,,,,根太,梁,添
#,床組,部材,添木,継手添木,継手添木,,1209,n,206|210,方向２点,下基準,壁芯付き,水平,Ｍ２,上,添
