#
#,構成
#
#,構成,伏図
,基礎,基礎伏図
,土台,土台伏図
,床組,床組伏図
,壁枠組,壁枠組伏図
,耐力壁,耐力壁線図
,天井組,天井組伏図
,小屋組,小屋組伏図
,矢切,矢切伏図
,屋根,屋根伏図
