#
#,,部品一覧
#,,,,,,,,,,種類,,,,,,,,,,,,入力コード,,丸めコード
#,,,,,,,,,,,根太(n);スタッド(s);柱(p);梁(h);トラス(t);マグサ(m);合板(g);マグサ受(u);土台(o),,,,,,,,,,,,１点,無し
#,,,,,,,,,,,金物(k):小屋 (y):床 (b):壁 (a):基礎( );ホールダウン金物(d);垂木(r),,,,,,,,,,,,方向１点,Ｍ１,Ｍ６
#,,,,,,,,,,,スクリューネイル(e);壁パッキン合板(f),,,,,,,,,,,,長さ２点,Ｍ２,Ｍ８
#,,,,,,,,,,,スクリューネイル線分(l) ;DSPSN,,,,,,,,,,,,区画,Ｍ３
#,,,,,,,,,,,壁厚(204|206)(w);固定(c);束(t),,,,垂直: たて枠　|　束,,,,,,,,自由,Ｍ４
#
#,No,構成,分類,総称,操作用部材名,積算用部材名,表示色,部材コードR,部材コード(W),種類,寸法型式,入力コード,取り付け高さコード,配置コード,依存コード,丸めコード,取り付け位置コード,　勝ち負け判定用グループ,,,,,勝ち部材１,勝ち部材2,勝ち部材3,勝ち部材4,勝ち部材5
,1,土台,部材,土台,土台,土台,0,11010,11010,o,404|406,長さ２点,基礎,壁芯付き,水平,Ｍ２,下
,2,土台,部材,土台,大引き,大引き,0,11020,11020,o,404,長さ２点,基礎,壁芯付き,水平,Ｍ２,下
#,3,,,,,,,,,,,,,,,,,　床組勝ち負け判定用グループ
,4,床組,部材,床根太,床根太,床根太,32768,12010,12010,n,206|210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太,側,,,,端,梁
,5,床組,部材,床根太,側根太,側根太,32768,12020,12020,n,206|210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太,端,,,,端
,6,床組,部材,床根太,端根太,端根太,32768,12030,12030,n,206|210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太
,7,床組,部材,床根太,床パッキン,床パッキン,32768,12040,12040,n,YP12,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太,,,,,端
,8,床組,部材,床根太,後付側根太,後付側根太,32768,12021,12021,n,206|210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太,後側,,,,後端
,9,床組,部材,床根太,後付端根太,後付端根太,32768,12031,12031,n,206|210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太,後端
,10,床組,部材,床根太,後付床パッキン,後付床パッキン,32768,12041,12041,n,YP12,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太
,11,床組,部材,根太兼用土台,土台,土台,32768,12210,12210,o,404G,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太
,12,床組,部材,根太兼用土台,３０４床根太,３０４床根太,32768,12220,12220,o,304G,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,根太
,13,床組,部材,ころび止め,ころび止め,ころび止め,32768,12110,12110,n,206|210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,,,,,,根太,梁,添
#,14,床組,部材,ファイアストップ,ファイアストップ,ファイアストップ,,12111,12111,n,206|210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,,,,,,根太,梁,添
,15,床組,部材,合板受,合板受,合板受,32768,12120,12120,n,204平,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,,,,,,根太,梁,添
#,16,床組,部材,添木,継手添木,継手添木,,12130,12130,n,206|210,方向１点,下基準,壁芯付き,水平,Ｍ２,上,添
,17,床組,部材,床梁,床梁,床梁,32768,12070,12070,h,2-210,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,梁,,,○
,18,床組,部材,補助材,補強端,補強端,32768,12080,12080,n,206,長さ２点,下基準,壁芯付き,水平,Ｍ２,上
,19,床組,部材,遮音天井根太,吊天井根太,吊天井根太,32768,12060,12060,n,204|206,長さ２点,下基準,壁芯付き,水平,Ｍ２,上,,,,,,端
#,20,床組,部材,吊木受,吊木受,吊木受,,12061,12061,n,204|206,長さ２点,下基準,壁芯付き,水平,Ｍ２,上
#,21,,,,,,,,,,,,,,,,,　天井組勝ち負け判定用グループ
,22,天井組,部材,天井根太,天井根太,天井根太,13209,13010,13010,n,204,長さ２点,天井基準,壁芯付き,水平,Ｍ２,下,根太
,23,天井組,部材,天井根太,天井側根太,天井側根太,13209,13020,13020,n,204,長さ２点,天井基準,壁芯付き,水平,Ｍ２,下,根太,側
,24,天井組,部材,天井根太,天井端根太,天井端根太,13209,13030,13030,n,204,長さ２点,天井基準,壁芯付き,水平,Ｍ２,下,根太,端
,25,天井組,部材,天井根太,天井パッキン,天井パッキン,13209,13040,13040,n,KP12,長さ２点,天井基準,壁芯付き,水平,Ｍ２,下,根太
